Sample_Index,Timestamp,ISO_Time,Elapsed_Seconds,Food_Type,Condition_Label,Temperature_C,Humidity_Pct,Pressure_hPa,VOC_Raw_Ticks,NOx_Raw_Ticks,VOC_Index,NOx_Index
273,2026-09-19 20:56:35,2026-09-19T20:56:35.557766,286.0,tomato,FRESH,29.83,75.83,950.31,31432,18418,100,1
274,2026-09-19 20:56:36,2026-09-19T20:56:36.612863,287.0,tomato,FRESH,29.83,75.84,950.35,31424,18419,101,1
275,2026-09-19 20:56:37,2026-09-19T20:56:37.667943,288.1,tomato,FRESH,29.83,75.87,950.33,31425,18420,101,1
276,2026-09-19 20:56:38,2026-09-19T20:56:38.723093,289.1,tomato,FRESH,29.83,75.89,950.31,31431,18415,101,1
277,2026-09-19 20:56:39,2026-09-19T20:56:39.777781,290.2,tomato,FRESH,29.83,75.90,950.32,31424,18418,101,1
278,2026-09-19 20:56:40,2026-09-19T20:56:40.832817,291.2,tomato,FRESH,29.84,75.91,950.33,31420,18409,101,1
279,2026-09-19 20:56:41,2026-09-19T20:56:41.887729,292.3,tomato,FRESH,29.83,75.92,950.33,31424,18415,101,1
280,2026-09-19 20:56:42,2026-09-19T20:56:42.942783,293.4,tomato,FRESH,29.83,75.92,950.34,31417,18416,101,1
281,2026-09-19 20:56:43,2026-09-19T20:56:43.997837,294.4,tomato,FRESH,29.84,75.92,950.34,31413,18415,101,1
282,2026-09-19 20:56:45,2026-09-19T20:56:45.052564,295.5,tomato,FRESH,29.84,75.94,950.37,31413,18416,101,1
283,2026-09-19 20:56:46,2026-09-19T20:56:46.107793,296.5,tomato,FRESH,29.83,75.91,950.31,31417,18413,102,1
284,2026-09-19 20:56:47,2026-09-19T20:56:47.162787,297.6,tomato,FRESH,29.83,75.91,950.32,31412,18408,102,1
285,2026-09-19 20:56:48,2026-09-19T20:56:48.218018,298.6,tomato,FRESH,29.83,75.91,950.34,31413,18409,102,1
286,2026-09-19 20:56:49,2026-09-19T20:56:49.272648,299.7,tomato,FRESH,29.83,75.88,950.35,31412,18397,102,1
287,2026-09-19 20:56:50,2026-09-19T20:56:50.327832,300.7,tomato,FRESH,29.83,75.89,950.34,31405,18407,102,1
288,2026-09-19 20:56:51,2026-09-19T20:56:51.382632,301.8,tomato,FRESH,29.83,75.91,950.32,31413,18405,103,1
289,2026-09-19 20:56:52,2026-09-19T20:56:52.437706,302.9,tomato,FRESH,29.83,75.94,950.34,31412,18406,103,1
290,2026-09-19 20:56:53,2026-09-19T20:56:53.493244,303.9,tomato,FRESH,29.83,75.95,950.34,31410,18392,103,1
291,2026-09-19 20:56:54,2026-09-19T20:56:54.547796,305.0,tomato,FRESH,29.83,75.96,950.34,31423,18401,103,1
292,2026-09-19 20:56:55,2026-09-19T20:56:55.603053,306.0,tomato,FRESH,29.83,75.97,950.34,31407,18398,103,1
293,2026-09-19 20:56:56,2026-09-19T20:56:56.657803,307.1,tomato,FRESH,29.83,75.97,950.35,31411,18405,103,1
294,2026-09-19 20:56:57,2026-09-19T20:56:57.712429,308.1,tomato,FRESH,29.83,75.98,950.36,31414,18395,103,1
295,2026-09-19 20:56:58,2026-09-19T20:56:58.767803,309.2,tomato,FRESH,29.83,75.97,950.32,31403,18397,103,1
296,2026-09-19 20:56:59,2026-09-19T20:56:59.822931,310.2,tomato,FRESH,29.83,76.02,950.31,31420,18395,103,1
297,2026-09-19 20:57:00,2026-09-19T20:57:00.878175,311.3,tomato,FRESH,29.84,76.03,950.35,31400,18393,103,1
298,2026-09-19 20:57:01,2026-09-19T20:57:01.932868,312.3,tomato,FRESH,29.84,76.02,950.34,31418,18399,103,1
299,2026-09-19 20:57:02,2026-09-19T20:57:02.987717,313.4,tomato,FRESH,29.83,76.01,950.33,31412,18399,103,1
300,2026-09-19 20:57:04,2026-09-19T20:57:04.042836,314.5,tomato,FRESH,29.83,75.97,950.33,31407,18388,103,1
301,2026-09-19 20:57:05,2026-09-19T20:57:05.097883,315.5,tomato,FRESH,29.83,75.94,950.37,31405,18390,103,1
302,2026-09-19 20:57:06,2026-09-19T20:57:06.152786,316.6,tomato,FRESH,29.83,75.91,950.34,31400,18384,103,1
303,2026-09-19 20:57:07,2026-09-19T20:57:07.208133,317.6,tomato,FRESH,29.84,75.92,950.36,31412,18390,103,1
304,2026-09-19 20:57:08,2026-09-19T20:57:08.262487,318.7,tomato,FRESH,29.83,75.94,950.35,31407,18387,103,1
305,2026-09-19 20:57:09,2026-09-19T20:57:09.317800,319.7,tomato,FRESH,29.83,75.96,950.36,31417,18383,103,1
306,2026-09-19 20:57:10,2026-09-19T20:57:10.373046,320.8,tomato,FRESH,29.83,76.00,950.33,31414,18385,103,1
307,2026-09-19 20:57:11,2026-09-19T20:57:11.427442,321.8,tomato,FRESH,29.83,76.04,950.33,31403,18378,103,1
308,2026-09-19 20:57:12,2026-09-19T20:57:12.482813,322.9,tomato,FRESH,29.83,76.08,950.34,31413,18381,103,1
309,2026-09-19 20:57:13,2026-09-19T20:57:13.537451,324.0,tomato,FRESH,29.83,76.09,950.33,31414,18383,103,1
310,2026-09-19 20:57:14,2026-09-19T20:57:14.594294,325.0,tomato,FRESH,29.84,76.09,950.35,31410,18383,103,1
311,2026-09-19 20:57:15,2026-09-19T20:57:15.647788,326.1,tomato,FRESH,29.84,76.07,950.34,31413,18383,103,1
312,2026-09-19 20:57:16,2026-09-19T20:57:16.703399,327.1,tomato,FRESH,29.83,76.06,950.33,31406,18374,103,1
313,2026-09-19 20:57:17,2026-09-19T20:57:17.757954,328.2,tomato,FRESH,29.84,76.02,950.35,31403,18380,103,1
314,2026-09-19 20:57:18,2026-09-19T20:57:18.812681,329.2,tomato,FRESH,29.84,75.98,950.35,31407,18383,103,1
315,2026-09-19 20:57:19,2026-09-19T20:57:19.868132,330.3,tomato,FRESH,29.83,75.92,950.32,31409,18380,103,1
316,2026-09-19 20:57:20,2026-09-19T20:57:20.923081,331.3,tomato,FRESH,29.83,75.88,950.32,31408,18371,103,1
317,2026-09-19 20:57:21,2026-09-19T20:57:21.977371,332.4,tomato,FRESH,29.83,75.81,950.34,31412,18367,103,1
318,2026-09-19 20:57:23,2026-09-19T20:57:23.032808,333.4,tomato,FRESH,29.83,75.75,950.34,31417,18368,103,1
319,2026-09-19 20:57:24,2026-09-19T20:57:24.087852,334.5,tomato,FRESH,29.83,75.72,950.37,31418,18367,102,1
320,2026-09-19 20:57:25,2026-09-19T20:57:25.143060,335.6,tomato,FRESH,29.83,75.70,950.36,31419,18364,102,1
321,2026-09-19 20:57:26,2026-09-19T20:57:26.197630,336.6,tomato,FRESH,29.83,75.67,950.35,31422,18359,102,1
322,2026-09-19 20:57:27,2026-09-19T20:57:27.253457,337.7,tomato,FRESH,29.83,75.64,950.33,31423,18356,102,1
323,2026-09-19 20:57:28,2026-09-19T20:57:28.307701,338.7,tomato,FRESH,29.83,75.60,950.35,31429,18362,101,1
324,2026-09-19 20:57:29,2026-09-19T20:57:29.362771,339.8,tomato,FRESH,29.83,75.57,950.35,31425,18363,101,1
325,2026-09-19 20:57:30,2026-09-19T20:57:30.417769,340.8,tomato,FRESH,29.83,75.54,950.32,31427,18360,101,1
326,2026-09-19 20:57:31,2026-09-19T20:57:31.472997,341.9,tomato,FRESH,29.83,75.48,950.36,31441,18352,100,1
327,2026-09-19 20:57:32,2026-09-19T20:57:32.527758,342.9,tomato,FRESH,29.83,75.46,950.34,31421,18349,100,1
328,2026-09-19 20:57:33,2026-09-19T20:57:33.582809,344.0,tomato,FRESH,29.83,75.44,950.35,31428,18348,100,1
329,2026-09-19 20:57:34,2026-09-19T20:57:34.638049,345.1,tomato,FRESH,29.83,75.42,950.32,31427,18351,100,1
330,2026-09-19 20:57:35,2026-09-19T20:57:35.692962,346.1,tomato,FRESH,29.83,75.41,950.34,31441,18352,99,1
331,2026-09-19 20:57:36,2026-09-19T20:57:36.747724,347.2,tomato,FRESH,29.83,75.40,950.35,31433,18349,99,1
332,2026-09-19 20:57:37,2026-09-19T20:57:37.803321,348.2,tomato,FRESH,29.83,75.44,950.34,31442,18348,99,1
333,2026-09-19 20:57:38,2026-09-19T20:57:38.858010,349.3,tomato,FRESH,29.83,75.44,950.32,31433,18352,98,1
334,2026-09-19 20:57:39,2026-09-19T20:57:39.912753,350.3,tomato,FRESH,29.83,75.41,950.32,31453,18353,98,1
335,2026-09-19 20:57:40,2026-09-19T20:57:40.968116,351.4,tomato,FRESH,29.83,75.41,950.34,31432,18346,98,1
336,2026-09-19 20:57:42,2026-09-19T20:57:42.022819,352.4,tomato,FRESH,29.83,75.41,950.35,31442,18351,98,1
337,2026-09-19 20:57:43,2026-09-19T20:57:43.078055,353.5,tomato,FRESH,29.83,75.42,950.33,31444,18347,97,1
338,2026-09-19 20:57:44,2026-09-19T20:57:44.132744,354.5,tomato,FRESH,29.83,75.41,950.32,31424,18345,97,1
339,2026-09-19 20:57:45,2026-09-19T20:57:45.188074,355.6,tomato,FRESH,29.83,75.42,950.33,31438,18350,97,1
340,2026-09-19 20:57:46,2026-09-19T20:57:46.243246,356.7,tomato,FRESH,29.83,75.44,950.33,31449,18349,97,1
341,2026-09-19 20:57:47,2026-09-19T20:57:47.297848,357.7,tomato,FRESH,29.83,75.41,950.35,31441,18345,97,1
342,2026-09-19 20:57:48,2026-09-19T20:57:48.352987,358.8,tomato,FRESH,29.83,75.39,950.34,31442,18347,97,1
343,2026-09-19 20:57:49,2026-09-19T20:57:49.407411,359.8,tomato,FRESH,29.83,75.39,950.34,31435,18349,97,1
344,2026-09-19 20:57:50,2026-09-19T20:57:50.462782,360.9,tomato,FRESH,29.83,75.39,950.35,31440,18342,97,1
345,2026-09-19 20:57:51,2026-09-19T20:57:51.517848,361.9,tomato,FRESH,29.83,75.39,950.35,31428,18342,97,1
346,2026-09-19 20:57:52,2026-09-19T20:57:52.573029,363.0,tomato,FRESH,29.83,75.38,950.34,31440,18342,97,1
347,2026-09-19 20:57:53,2026-09-19T20:57:53.627749,364.0,tomato,FRESH,29.82,75.36,950.32,31440,18341,97,1
348,2026-09-19 20:57:54,2026-09-19T20:57:54.682839,365.1,tomato,FRESH,29.83,75.38,950.34,31430,18341,97,1
349,2026-09-19 20:57:55,2026-09-19T20:57:55.738098,366.2,tomato,FRESH,29.83,75.36,950.35,31447,18338,97,1
350,2026-09-19 20:57:56,2026-09-19T20:57:56.792506,367.2,tomato,FRESH,29.83,75.36,950.36,31435,18346,97,1
351,2026-09-19 20:57:57,2026-09-19T20:57:57.847779,368.3,tomato,FRESH,29.83,75.36,950.35,31440,18343,97,1
352,2026-09-19 20:57:58,2026-09-19T20:57:58.902840,369.3,tomato,FRESH,29.83,75.38,950.36,31437,18345,97,1
353,2026-09-19 20:57:59,2026-09-19T20:57:59.958023,370.4,tomato,FRESH,29.83,75.38,950.35,31441,18341,97,1
354,2026-09-19 20:58:01,2026-09-19T20:58:01.012725,371.4,tomato,FRESH,29.83,75.39,950.33,31440,18338,97,1
355,2026-09-19 20:58:02,2026-09-19T20:58:02.067914,372.5,tomato,FRESH,29.83,75.41,950.34,31429,18334,97,1
356,2026-09-19 20:58:03,2026-09-19T20:58:03.123624,373.5,tomato,FRESH,29.83,75.42,950.37,31441,18340,97,1
357,2026-09-19 20:58:04,2026-09-19T20:58:04.177559,374.6,tomato,FRESH,29.83,75.45,950.36,31435,18341,97,1
358,2026-09-19 20:58:05,2026-09-19T20:58:05.232760,375.6,tomato,FRESH,29.82,75.48,950.36,31437,18335,97,1
359,2026-09-19 20:58:06,2026-09-19T20:58:06.287993,376.7,tomato,FRESH,29.83,75.50,950.34,31442,18336,97,1
360,2026-09-19 20:58:07,2026-09-19T20:58:07.342804,377.8,tomato,FRESH,29.83,75.53,950.34,31436,18338,97,1
361,2026-09-19 20:58:08,2026-09-19T20:58:08.397887,378.8,tomato,FRESH,29.83,75.56,950.35,31429,18337,97,1
362,2026-09-19 20:58:09,2026-09-19T20:58:09.452785,379.9,tomato,FRESH,29.83,75.58,950.33,31423,18337,98,1
363,2026-09-19 20:58:10,2026-09-19T20:58:10.507735,380.9,tomato,FRESH,29.83,75.58,950.36,31423,18335,98,1
364,2026-09-19 20:58:11,2026-09-19T20:58:11.562597,382.0,tomato,FRESH,29.83,75.63,950.34,31424,18340,98,1
365,2026-09-19 20:58:12,2026-09-19T20:58:12.617708,383.0,tomato,FRESH,29.83,75.67,950.32,31421,18337,99,1
366,2026-09-19 20:58:13,2026-09-19T20:58:13.673024,384.1,tomato,FRESH,29.83,75.69,950.35,31422,18336,99,1
367,2026-09-19 20:58:14,2026-09-19T20:58:14.728213,385.1,tomato,FRESH,29.83,75.70,950.35,31415,18335,99,1
368,2026-09-19 20:58:15,2026-09-19T20:58:15.782675,386.2,tomato,FRESH,29.83,75.69,950.36,31417,18333,100,1
369,2026-09-19 20:58:16,2026-09-19T20:58:16.837541,387.3,tomato,FRESH,29.83,75.69,950.35,31416,18334,100,1
370,2026-09-19 20:58:17,2026-09-19T20:58:17.892901,388.3,tomato,FRESH,29.83,75.66,950.35,31425,18338,100,1
371,2026-09-19 20:58:18,2026-09-19T20:58:18.947506,389.4,tomato,FRESH,29.83,75.69,950.37,31415,18336,100,1
372,2026-09-19 20:58:20,2026-09-19T20:58:20.003343,390.4,tomato,FRESH,29.83,75.67,950.36,31407,18329,101,1
373,2026-09-19 20:58:21,2026-09-19T20:58:21.057965,391.5,tomato,FRESH,29.83,75.69,950.35,31410,18328,101,1
374,2026-09-19 20:58:22,2026-09-19T20:58:22.112437,392.5,tomato,FRESH,29.83,75.67,950.38,31418,18327,101,1
375,2026-09-19 20:58:23,2026-09-19T20:58:23.167819,393.6,tomato,FRESH,29.83,75.66,950.36,31423,18328,101,1
376,2026-09-19 20:58:24,2026-09-19T20:58:24.222994,394.6,tomato,FRESH,29.83,75.67,950.36,31416,18330,101,1
377,2026-09-19 20:58:25,2026-09-19T20:58:25.277809,395.7,tomato,FRESH,29.83,75.72,950.35,31407,18330,102,1
378,2026-09-19 20:58:26,2026-09-19T20:58:26.332602,396.7,tomato,FRESH,29.84,75.73,950.37,31411,18325,102,1
379,2026-09-19 20:58:27,2026-09-19T20:58:27.387652,397.8,tomato,FRESH,29.83,75.76,950.38,31416,18325,102,1
380,2026-09-19 20:58:28,2026-09-19T20:58:28.443355,398.9,tomato,FRESH,29.83,75.79,950.39,31416,18330,102,1
381,2026-09-19 20:58:29,2026-09-19T20:58:29.497897,399.9,tomato,FRESH,29.83,75.82,950.35,31415,18328,102,1
382,2026-09-19 20:58:30,2026-09-19T20:58:30.553458,401.0,tomato,FRESH,29.83,75.84,950.36,31402,18328,103,1
383,2026-09-19 20:58:31,2026-09-19T20:58:31.607719,402.0,tomato,FRESH,29.83,75.87,950.37,31405,18325,103,1
384,2026-09-19 20:58:32,2026-09-19T20:58:32.662666,403.1,tomato,FRESH,29.83,75.89,950.37,31406,18328,103,1
385,2026-09-19 20:58:33,2026-09-19T20:58:33.717553,404.1,tomato,FRESH,29.83,75.90,950.37,31392,18323,104,1
386,2026-09-19 20:58:34,2026-09-19T20:58:34.772914,405.2,tomato,FRESH,29.83,75.90,950.38,31395,18320,104,1
387,2026-09-19 20:58:35,2026-09-19T20:58:35.828142,406.2,tomato,FRESH,29.83,75.89,950.35,31406,18321,104,1
388,2026-09-19 20:58:36,2026-09-19T20:58:36.882651,407.3,tomato,FRESH,29.83,75.87,950.38,31405,18321,104,1
389,2026-09-19 20:58:37,2026-09-19T20:58:37.938011,408.4,tomato,FRESH,29.83,75.85,950.37,31403,18325,104,1
390,2026-09-19 20:58:38,2026-09-19T20:58:38.993581,409.4,tomato,FRESH,29.83,75.82,950.33,31395,18315,104,1
391,2026-09-19 20:58:40,2026-09-19T20:58:40.047781,410.5,tomato,FRESH,29.83,75.79,950.37,31404,18317,104,1
392,2026-09-19 20:58:41,2026-09-19T20:58:41.103024,411.5,tomato,FRESH,29.83,75.76,950.37,31408,18316,104,1
393,2026-09-19 20:58:42,2026-09-19T20:58:42.157979,412.6,tomato,FRESH,29.82,75.74,950.37,31405,18314,104,1
394,2026-09-19 20:58:43,2026-09-19T20:58:43.212766,413.6,tomato,FRESH,29.82,75.73,950.35,31417,18310,104,1
395,2026-09-19 20:58:44,2026-09-19T20:58:44.268107,414.7,tomato,FRESH,29.83,75.70,950.38,31408,18308,104,1
396,2026-09-19 20:58:45,2026-09-19T20:58:45.322742,415.7,tomato,FRESH,29.83,75.72,950.37,31408,18311,104,1
397,2026-09-19 20:58:46,2026-09-19T20:58:46.378079,416.8,tomato,FRESH,29.83,75.75,950.37,31423,18311,104,1
398,2026-09-19 20:58:47,2026-09-19T20:58:47.432300,417.8,tomato,FRESH,29.83,75.76,950.35,31416,18310,103,1
399,2026-09-19 20:58:48,2026-09-19T20:58:48.487618,418.9,tomato,FRESH,29.83,75.76,950.36,31423,18314,103,1
400,2026-09-19 20:58:49,2026-09-19T20:58:49.542569,420.0,tomato,FRESH,29.82,75.76,950.36,31412,18311,103,1
401,2026-09-19 20:58:50,2026-09-19T20:58:50.597508,421.0,tomato,FRESH,29.82,75.77,950.35,31424,18304,103,1
402,2026-09-19 20:58:51,2026-09-19T20:58:51.652351,422.1,tomato,FRESH,29.83,75.78,950.39,31413,18312,103,1
403,2026-09-19 20:58:52,2026-09-19T20:58:52.707918,423.1,tomato,FRESH,29.83,75.77,950.36,31423,18307,102,1
404,2026-09-19 20:58:53,2026-09-19T20:58:53.762376,424.2,tomato,FRESH,29.83,75.73,950.36,31410,18306,102,1
405,2026-09-19 20:58:54,2026-09-19T20:58:54.817717,425.2,tomato,FRESH,29.82,75.72,950.34,31412,18302,102,1
406,2026-09-19 20:58:55,2026-09-19T20:58:55.872375,426.3,tomato,FRESH,29.82,75.68,950.37,31417,18303,102,1
407,2026-09-19 20:58:56,2026-09-19T20:58:56.927695,427.3,tomato,FRESH,29.83,75.67,950.37,31424,18304,102,1
408,2026-09-19 20:58:57,2026-09-19T20:58:57.982323,428.4,tomato,FRESH,29.82,75.68,950.37,31421,18303,102,1
409,2026-09-19 20:58:59,2026-09-19T20:58:59.037772,429.5,tomato,FRESH,29.82,75.68,950.37,31425,18304,101,1
410,2026-09-19 20:59:00,2026-09-19T20:59:00.092931,430.5,tomato,FRESH,29.82,75.70,950.37,31415,18299,101,1
411,2026-09-19 20:59:01,2026-09-19T20:59:01.147529,431.6,tomato,FRESH,29.83,75.71,950.37,31431,18301,101,1
412,2026-09-19 20:59:02,2026-09-19T20:59:02.202661,432.6,tomato,FRESH,29.83,75.73,950.39,31418,18302,101,1
413,2026-09-19 20:59:03,2026-09-19T20:59:03.257847,433.7,tomato,FRESH,29.83,75.76,950.38,31419,18309,101,1
414,2026-09-19 20:59:04,2026-09-19T20:59:04.312845,434.7,tomato,FRESH,29.82,75.78,950.37,31413,18300,101,1
415,2026-09-19 20:59:05,2026-09-19T20:59:05.367476,435.8,tomato,FRESH,29.83,75.82,950.38,31422,18304,101,1
416,2026-09-19 20:59:06,2026-09-19T20:59:06.422476,436.8,tomato,FRESH,29.83,75.88,950.38,31417,18303,101,1
417,2026-09-19 20:59:07,2026-09-19T20:59:07.477697,437.9,tomato,FRESH,29.83,75.90,950.38,31415,18302,101,1
418,2026-09-19 20:59:08,2026-09-19T20:59:08.532713,438.9,tomato,FRESH,29.83,75.90,950.36,31406,18305,101,1
419,2026-09-19 20:59:09,2026-09-19T20:59:09.587695,440.0,tomato,FRESH,29.83,75.92,950.36,31411,18301,101,1
420,2026-09-19 20:59:10,2026-09-19T20:59:10.642690,441.1,tomato,FRESH,29.83,75.92,950.36,31409,18301,101,1
421,2026-09-19 20:59:11,2026-09-19T20:59:11.698678,442.1,tomato,FRESH,29.83,75.94,950.39,31406,18299,101,1
422,2026-09-19 20:59:12,2026-09-19T20:59:12.752749,443.2,tomato,FRESH,29.83,75.96,950.41,31399,18301,102,1
423,2026-09-19 20:59:13,2026-09-19T20:59:13.807654,444.2,tomato,FRESH,29.83,75.97,950.36,31414,18298,101,1
424,2026-09-19 20:59:14,2026-09-19T20:59:14.862534,445.3,tomato,FRESH,29.83,75.96,950.34,31406,18302,102,1
425,2026-09-19 20:59:15,2026-09-19T20:59:15.917711,446.3,tomato,FRESH,29.82,75.96,950.36,31401,18303,102,1
426,2026-09-19 20:59:16,2026-09-19T20:59:16.972362,447.4,tomato,FRESH,29.83,75.96,950.40,31407,18293,102,1
427,2026-09-19 20:59:18,2026-09-19T20:59:18.027993,448.4,tomato,FRESH,29.82,75.95,950.37,31391,18296,102,1
428,2026-09-19 20:59:19,2026-09-19T20:59:19.082958,449.5,tomato,FRESH,29.83,75.95,950.38,31404,18298,102,1
429,2026-09-19 20:59:20,2026-09-19T20:59:20.137764,450.6,tomato,FRESH,29.82,75.92,950.37,31406,18294,102,1
430,2026-09-19 20:59:21,2026-09-19T20:59:21.192319,451.6,tomato,FRESH,29.82,75.94,950.37,31400,18292,102,1
431,2026-09-19 20:59:22,2026-09-19T20:59:22.248654,452.7,tomato,FRESH,29.83,75.97,950.38,31403,18292,103,1
432,2026-09-19 20:59:23,2026-09-19T20:59:23.302481,453.7,tomato,FRESH,29.82,75.98,950.37,31405,18296,103,1
433,2026-09-19 20:59:24,2026-09-19T20:59:24.357655,454.8,tomato,FRESH,29.83,76.00,950.38,31403,18292,103,1
434,2026-09-19 20:59:25,2026-09-19T20:59:25.412735,455.8,tomato,FRESH,29.83,76.02,950.39,31405,18295,103,1
435,2026-09-19 20:59:26,2026-09-19T20:59:26.467789,456.9,tomato,FRESH,29.82,76.04,950.38,31404,18290,103,1
436,2026-09-19 20:59:27,2026-09-19T20:59:27.524340,457.9,tomato,FRESH,29.82,76.08,950.39,31394,18290,103,1
437,2026-09-19 20:59:28,2026-09-19T20:59:28.577749,459.0,tomato,FRESH,29.82,76.10,950.43,31399,18290,103,1
438,2026-09-19 20:59:29,2026-09-19T20:59:29.633051,460.0,tomato,FRESH,29.82,76.14,950.40,31387,18285,103,1
439,2026-09-19 20:59:30,2026-09-19T20:59:30.687702,461.1,tomato,FRESH,29.83,76.15,950.41,31395,18286,103,1
440,2026-09-19 20:59:31,2026-09-19T20:59:31.742679,462.2,tomato,FRESH,29.82,76.17,950.40,31391,18285,104,1
441,2026-09-19 20:59:32,2026-09-19T20:59:32.797456,463.2,tomato,FRESH,29.83,76.22,950.39,31394,18292,104,1
442,2026-09-19 20:59:33,2026-09-19T20:59:33.852825,464.3,tomato,FRESH,29.82,76.23,950.38,31380,18293,104,1
443,2026-09-19 20:59:34,2026-09-19T20:59:34.907704,465.3,tomato,FRESH,29.83,76.22,950.40,31392,18291,104,1
444,2026-09-19 20:59:35,2026-09-19T20:59:35.962658,466.4,tomato,FRESH,29.83,76.22,950.40,31395,18294,104,1
445,2026-09-19 20:59:37,2026-09-19T20:59:37.017726,467.4,tomato,FRESH,29.82,76.22,950.41,31391,18292,104,1
446,2026-09-19 20:59:38,2026-09-19T20:59:38.072669,468.5,tomato,FRESH,29.82,76.22,950.36,31386,18288,104,1
447,2026-09-19 20:59:39,2026-09-19T20:59:39.127945,469.5,tomato,FRESH,29.82,76.22,950.37,31386,18278,104,1
448,2026-09-19 20:59:40,2026-09-19T20:59:40.182984,470.6,tomato,FRESH,29.82,76.22,950.39,31390,18287,104,1
449,2026-09-19 20:59:41,2026-09-19T20:59:41.237778,471.7,tomato,FRESH,29.82,76.21,950.40,31379,18285,105,1
450,2026-09-19 20:59:42,2026-09-19T20:59:42.292963,472.7,tomato,FRESH,29.82,76.21,950.40,31383,18285,105,1
451,2026-09-19 20:59:43,2026-09-19T20:59:43.348652,473.8,tomato,FRESH,29.82,76.19,950.39,31395,18280,105,1
452,2026-09-19 20:59:44,2026-09-19T20:59:44.402609,474.8,tomato,FRESH,29.83,76.16,950.38,31392,18284,105,1
453,2026-09-19 20:59:45,2026-09-19T20:59:45.457885,475.9,tomato,FRESH,29.82,76.14,950.36,31395,18283,105,1
454,2026-09-19 20:59:46,2026-09-19T20:59:46.513349,476.9,tomato,FRESH,29.82,76.11,950.39,31395,18283,104,1
455,2026-09-19 20:59:47,2026-09-19T20:59:47.567577,478.0,tomato,FRESH,29.83,76.10,950.40,31395,18277,104,1
456,2026-09-19 20:59:48,2026-09-19T20:59:48.622777,479.0,tomato,FRESH,29.82,76.10,950.38,31401,18280,104,1
457,2026-09-19 20:59:49,2026-09-19T20:59:49.677935,480.1,tomato,FRESH,29.82,76.13,950.39,31402,18279,104,1
458,2026-09-19 20:59:50,2026-09-19T20:59:50.732847,481.1,tomato,FRESH,29.82,76.17,950.38,31398,18283,104,1
459,2026-09-19 20:59:51,2026-09-19T20:59:51.787555,482.2,tomato,FRESH,29.82,76.20,950.40,31402,18281,103,1
460,2026-09-19 20:59:52,2026-09-19T20:59:52.842907,483.3,tomato,FRESH,29.82,76.22,950.41,31395,18279,103,1
461,2026-09-19 20:59:53,2026-09-19T20:59:53.899025,484.3,tomato,FRESH,29.82,76.24,950.41,31402,18271,103,1
462,2026-09-19 20:59:54,2026-09-19T20:59:54.952570,485.4,tomato,FRESH,29.82,76.26,950.39,31395,18279,103,1
463,2026-09-19 20:59:56,2026-09-19T20:59:56.007723,486.4,tomato,FRESH,29.82,76.29,950.40,31389,18283,103,1
464,2026-09-19 20:59:57,2026-09-19T20:59:57.062617,487.5,tomato,FRESH,29.82,76.29,950.37,31394,18278,103,1
465,2026-09-19 20:59:58,2026-09-19T20:59:58.117847,488.5,tomato,FRESH,29.82,76.30,950.38,31391,18275,103,1
466,2026-09-19 20:59:59,2026-09-19T20:59:59.172676,489.6,tomato,FRESH,29.82,76.31,950.37,31396,18274,103,1
467,2026-09-19 21:00:00,2026-09-19T21:00:00.227927,490.6,tomato,FRESH,29.82,76.33,950.37,31387,18281,103,1
468,2026-09-19 21:00:01,2026-09-19T21:00:01.282420,491.7,tomato,FRESH,29.82,76.30,950.40,31387,18272,103,1
469,2026-09-19 21:00:02,2026-09-19T21:00:02.337729,492.8,tomato,FRESH,29.82,76.33,950.37,31375,18274,103,1
470,2026-09-19 21:00:03,2026-09-19T21:00:03.392918,493.8,tomato,FRESH,29.82,76.33,950.39,31388,18272,103,1
471,2026-09-19 21:00:04,2026-09-19T21:00:04.447781,494.9,tomato,FRESH,29.82,76.34,950.39,31389,18281,103,1
472,2026-09-19 21:00:05,2026-09-19T21:00:05.502692,495.9,tomato,FRESH,29.82,76.35,950.38,31391,18272,103,1
473,2026-09-19 21:00:06,2026-09-19T21:00:06.558064,497.0,tomato,FRESH,29.82,76.37,950.39,31378,18277,103,1
474,2026-09-19 21:00:07,2026-09-19T21:00:07.613056,498.0,tomato,FRESH,29.82,76.41,950.40,31388,18266,103,1
475,2026-09-19 21:00:08,2026-09-19T21:00:08.667741,499.1,tomato,FRESH,29.82,76.41,950.41,31374,18271,104,1
476,2026-09-19 21:00:09,2026-09-19T21:00:09.723097,500.1,tomato,FRESH,29.82,76.43,950.40,31386,18268,104,1
477,2026-09-19 21:00:10,2026-09-19T21:00:10.778008,501.2,tomato,FRESH,29.82,76.46,950.39,31372,18272,104,1
478,2026-09-19 21:00:11,2026-09-19T21:00:11.833091,502.2,tomato,FRESH,29.82,76.45,950.39,31379,18269,104,1
479,2026-09-19 21:00:12,2026-09-19T21:00:12.887861,503.3,tomato,FRESH,29.82,76.48,950.40,31368,18268,104,1
480,2026-09-19 21:00:13,2026-09-19T21:00:13.942678,504.4,tomato,FRESH,29.82,76.50,950.39,31375,18269,104,1
481,2026-09-19 21:00:14,2026-09-19T21:00:14.998208,505.4,tomato,FRESH,29.82,76.49,950.40,31372,18271,105,1
482,2026-09-19 21:00:16,2026-09-19T21:00:16.052708,506.5,tomato,FRESH,29.82,76.50,950.40,31365,18270,105,1
